Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount
25705.486,-0.23985773,0.03565371,0.7283679,0.20024836,-0.22196123,0.08979345,-0.1174929,0.05751828,0.2097212,-0.0798007,0.42906627,-0.45845458,0.25165454,0.2379766,0.09360596,-0.015267399,0.15606278,-0.09306984,-0.041126844,0.04655404,-0.030552145,-0.11769668,-0.042547435,0.003531046,0.12775023,0.011032789,-0.0011203215,0.003720036,84.90879
25785.105,-0.24477014,0.03265176,0.72833973,0.20065854,-0.22278638,0.086653575,-0.120536745,0.062316425,0.21118398,-0.080475055,0.42813578,-0.45872134,0.24872713,0.23507695,0.092611365,-0.017496547,0.15508631,-0.09659226,-0.03897125,0.04854135,-0.033420235,-0.11660393,-0.04453234,0.0014921492,0.12651461,0.009281623,-0.0010475423,0.0042029344,84.18776
25740.379,-0.23962817,0.03614973,0.73049957,0.20032716,-0.22104992,0.09000262,-0.11654872,0.05695074,0.20934126,-0.07837838,0.426294,-0.45988268,0.24803716,0.23726791,0.09271631,-0.016417932,0.15718462,-0.09510728,-0.037552707,0.047499243,-0.032982405,-0.11589223,-0.044349033,0.0020894585,0.12677768,0.012686932,-0.0013671983,0.0045730625,84.6691
25728.33,-0.23813276,0.035728518,0.7229987,0.20053878,-0.22436026,0.08848192,-0.12131096,0.059258386,0.21086442,-0.08056896,0.4285798,-0.46133476,0.25086084,0.23683552,0.095018536,-0.018512927,0.15307507,-0.0956571,-0.03878425,0.047588456,-0.032096453,-0.11619868,-0.043829594,0.0031606844,0.1277795,0.012666567,0.00040697074,0.003753253,85.08333
25777.89,-0.23939468,0.037030786,0.72203106,0.1979481,-0.22451237,0.09077108,-0.123323,0.06394024,0.20589678,-0.07790607,0.4272596,-0.45741746,0.24731891,0.23278059,0.09437312,-0.014874249,0.15217814,-0.094900064,-0.038678456,0.04662933,-0.032527953,-0.11625732,-0.0422143,0.0032773768,0.12804674,0.011651955,2.7298922e-05,0.0053136214,84.108635
25759.357,-0.23863457,0.030803919,0.7256252,0.20055741,-0.22501509,0.08655339,-0.12154635,0.060935862,0.20827466,-0.079770595,0.42646196,-0.45626077,0.24670067,0.23413591,0.09121199,-0.018957732,0.15383123,-0.09523748,-0.039481953,0.046738848,-0.031734772,-0.11485368,-0.045041133,0.0025981045,0.12841636,0.0111687975,0.00026374357,0.0048774993,84.65725
25768.123,-0.23791507,0.03540798,0.7233219,0.19996183,-0.22365315,0.08679114,-0.121431634,0.06093757,0.20912603,-0.07838653,0.425246,-0.45507023,0.24506898,0.23442261,0.09291618,-0.016184457,0.15528034,-0.09353908,-0.038405824,0.046026237,-0.0319074,-0.11601651,-0.043508336,0.0020434945,0.12903306,0.011401308,0.00069541764,0.0049499813,84.40935
25737.24,-0.23783232,0.03853064,0.72498566,0.1973335,-0.22542842,0.08807149,-0.11900846,0.06030068,0.20681103,-0.078303695,0.42767838,-0.45809442,0.25064933,0.23502536,0.093632035,-0.014991152,0.15347326,-0.09260815,-0.039812796,0.045987893,-0.031911302,-0.11707573,-0.042274397,0.0043372414,0.12843697,0.01237705,0.001077842,0.004011203,84.928795
25734.846,-0.2338075,0.034032095,0.72747546,0.19645797,-0.22278312,0.0902411,-0.119571626,0.0565946,0.20911212,-0.07811071,0.42456415,-0.4600406,0.2490946,0.23590492,0.094043136,-0.016081754,0.15577191,-0.0943449,-0.038905956,0.046824,-0.03116892,-0.11616877,-0.042022962,0.0035569188,0.12772903,0.013019201,1.7455774e-05,0.004524292,85.11319
25751.95,-0.23927875,0.035344627,0.7278407,0.19953144,-0.22326928,0.08525226,-0.118947156,0.061085828,0.20529713,-0.07994569,0.4269719,-0.4570266,0.24733254,0.23471338,0.09357157,-0.017472869,0.15487991,-0.093976766,-0.03858046,0.046476033,-0.031033127,-0.11576868,-0.043449808,0.0013878844,0.12842318,0.011404324,-0.00080719683,0.0044797296,84.79241
25723.03,-0.23826793,0.033952262,0.7296192,0.19906667,-0.22236668,0.08854902,-0.118532486,0.059761852,0.20834368,-0.07942851,0.42494595,-0.45952326,0.24979998,0.23841803,0.093287766,-0.017698044,0.1561858,-0.09432256,-0.03779952,0.04631682,-0.03173185,-0.115448676,-0.043902732,0.0027419091,0.12778214,0.0114543745,-0.00073658116,0.0047828257,84.73287
25739.938,-0.23869996,0.031033637,0.7302905,0.2005712,-0.22480114,0.087767124,-0.116487905,0.061167892,0.20825729,-0.0808719,0.42610094,-0.45874822,0.24998944,0.23757629,0.093335435,-0.016907614,0.1554087,-0.095610015,-0.03850868,0.047858,-0.03163354,-0.11621978,-0.044897433,0.0023967423,0.12764692,0.010175105,-0.0015065437,0.0036204294,85.189064
25764.31,-0.23586842,0.032867882,0.72965056,0.19651875,-0.22250673,0.08976423,-0.117776774,0.05606086,0.2079613,-0.076220535,0.4243796,-0.4561259,0.24623117,0.23307997,0.094158985,-0.016885206,0.15332709,-0.096322656,-0.038182918,0.04788567,-0.03164902,-0.11590072,-0.0431916,0.0030534468,0.12887596,0.012442601,0.00025285687,0.004635304,85.15545
25768.068,-0.2365155,0.029049233,0.7318179,0.20003161,-0.22279832,0.086642034,-0.11510658,0.05701146,0.20877999,-0.07960161,0.42529133,-0.4571899,0.2464052,0.2350341,0.09199819,-0.016447896,0.15716629,-0.09528953,-0.038659133,0.047793455,-0.030826297,-0.11611782,-0.04436654,0.0014286423,0.12785287,0.010587582,-0.0012738053,0.0033119079,84.88146
25766.467,-0.23575778,0.030260554,0.72694165,0.20054483,-0.22319621,0.09189678,-0.11777399,0.056717176,0.21015662,-0.07934697,0.4239455,-0.45683667,0.24719866,0.23613653,0.09259928,-0.016930882,0.15495168,-0.09425383,-0.038929928,0.04690256,-0.031433083,-0.11544262,-0.043709435,0.0033039432,0.12737317,0.012601646,0.00022329949,0.0037586065,85.852585
25779.473,-0.23344117,0.03327584,0.7269819,0.19742434,-0.22418971,0.087787695,-0.11858915,0.060765576,0.2071294,-0.07943374,0.42373943,-0.45625335,0.24866426,0.23358797,0.094136365,-0.016510623,0.1561902,-0.09467109,-0.04051415,0.046098642,-0.031225322,-0.11618232,-0.04444271,0.000775083,0.12825178,0.010583249,-0.0006138785,0.0040125204,84.73701
25776.92,-0.23340276,0.037534203,0.7262389,0.19741587,-0.22989544,0.0893428,-0.11828235,0.059883475,0.21073687,-0.07815161,0.42371833,-0.45822105,0.24628294,0.23356281,0.093131475,-0.015682831,0.15319146,-0.093953796,-0.0382389,0.046963483,-0.032379344,-0.11524759,-0.044314202,0.0022240686,0.12936701,0.013080655,0.001667507,0.0042434693,85.23448
25769.0,-0.24352324,0.030591369,0.727051,0.19744025,-0.22188666,0.08684387,-0.11953181,0.061650433,0.20628348,-0.077394046,0.4262859,-0.45627016,0.24878807,0.2342021,0.09295879,-0.018635403,0.15240735,-0.096069776,-0.040275257,0.048707914,-0.031034494,-0.11757219,-0.042901833,0.00361664,0.12644733,0.010773385,-0.00077048317,0.005076828,84.83035
25772.197,-0.24023615,0.032048646,0.72720623,0.20077468,-0.21980171,0.086743616,-0.122849606,0.06603815,0.20820865,-0.079785846,0.42408982,-0.4571216,0.25158936,0.23607476,0.09426103,-0.018790461,0.15595241,-0.09527324,-0.040575583,0.04664839,-0.03366185,-0.11745396,-0.04470418,0.0019416627,0.12603351,0.009246823,-0.0014184061,0.0047175777,83.544586
25705.76,-0.23608555,0.03371937,0.72608566,0.19956997,-0.2244097,0.08478951,-0.1182936,0.05843502,0.20749918,-0.08080334,0.42972437,-0.45976266,0.24917445,0.23444597,0.092427425,-0.018588144,0.15393005,-0.09454896,-0.038968623,0.047117963,-0.031244714,-0.1160088,-0.042723123,0.0017109453,0.12902486,0.012370778,-0.00046390388,0.003965741,84.749054
25758.63,-0.23610868,0.03021658,0.730925,0.19959767,-0.22462574,0.08975707,-0.11588575,0.057042327,0.21245198,-0.08062083,0.42494616,-0.45848095,0.24989347,0.2383961,0.09284603,-0.015932752,0.1562482,-0.094123065,-0.039858,0.047312424,-0.03170741,-0.116552286,-0.044397417,0.0020271218,0.12777753,0.010702753,-0.00074789394,0.003312188,85.21247
25745.965,-0.23407523,0.04041712,0.7262599,0.19803302,-0.22313307,0.08604059,-0.11892477,0.05690937,0.20527546,-0.07679014,0.4252833,-0.45657337,0.24629818,0.23369095,0.09455604,-0.01672935,0.15576349,-0.09555797,-0.038125794,0.046372194,-0.03098444,-0.11479321,-0.04401461,0.0020990716,0.12930681,0.013257909,0.00074864505,0.0042651785,85.13001
25732.037,-0.23497368,0.030501282,0.72807986,0.19893977,-0.22376604,0.08692051,-0.120097995,0.061557654,0.209452,-0.08160313,0.42509475,-0.46035853,0.25314027,0.23800892,0.092428125,-0.018476952,0.15647656,-0.093485355,-0.040045343,0.04593376,-0.032601576,-0.1166255,-0.04415857,0.0028463695,0.12703085,0.01087152,-0.0009201234,0.0040407022,84.30236
25726.71,-0.23882633,0.03665519,0.7243009,0.2014343,-0.22272493,0.08654061,-0.119605206,0.060114283,0.20723982,-0.079334535,0.42686346,-0.4566494,0.24834758,0.23566781,0.09324375,-0.018303894,0.15485802,-0.09445589,-0.03787097,0.046869587,-0.031592984,-0.11600597,-0.04356873,0.0016147997,0.12889756,0.011754513,-0.00040546525,0.004987631,84.58752
25759.617,-0.2339943,0.030162534,0.7265968,0.19983473,-0.2303561,0.08625834,-0.116151564,0.06076035,0.2096838,-0.081585445,0.4247567,-0.45844766,0.24712017,0.23618603,0.09200163,-0.015451036,0.1552383,-0.09240785,-0.038894422,0.04598951,-0.03128627,-0.115906775,-0.044743747,0.0017245212,0.12920545,0.011652785,0.0006235768,0.0041404427,85.426254
25726.773,-0.2332869,0.031742718,0.7278412,0.20080872,-0.2233713,0.090024725,-0.115819246,0.055506635,0.20831938,-0.08005708,0.42580262,-0.4582109,0.24775703,0.23776934,0.093859285,-0.016130777,0.1558863,-0.09431049,-0.038077652,0.046306156,-0.031771556,-0.115861595,-0.043814138,0.0020159176,0.12874669,0.012586379,-0.0005469341,0.0035387918,85.337166
25785.174,-0.2396803,0.03309326,0.72426915,0.19706857,-0.22395249,0.0857786,-0.12031126,0.060768574,0.20737262,-0.078791454,0.42676562,-0.4558268,0.24821495,0.23167455,0.09244584,-0.018347206,0.15556966,-0.09584203,-0.03960825,0.048264693,-0.03043042,-0.11646912,-0.043501694,0.0013136715,0.12775953,0.01017346,-0.00076051336,0.004415606,84.303986
25796.92,-0.2419648,0.028165188,0.7297523,0.20179245,-0.2239423,0.087815285,-0.11835554,0.06372039,0.20970295,-0.0824998,0.4254124,-0.45637003,0.24836528,0.23578437,0.09113127,-0.016468562,0.15569758,-0.09457548,-0.039649975,0.047437835,-0.03270695,-0.11693468,-0.04450187,0.001050794,0.12672274,0.009055359,-0.0019956296,0.004265436,84.31999
25763.697,-0.23411536,0.028616099,0.7285972,0.1996303,-0.22521351,0.08878849,-0.11586612,0.058390345,0.20684376,-0.078602225,0.4238067,-0.45666462,0.24492715,0.2330829,0.09289085,-0.017523518,0.15382877,-0.09637236,-0.038856205,0.047290128,-0.030911462,-0.11491304,-0.04551,0.0015726467,0.1291497,0.011346867,-0.00015449058,0.0040683695,85.78456
25804.668,-0.23929107,0.029520266,0.72872484,0.20096713,-0.22622019,0.08825601,-0.11688947,0.06000049,0.20859438,-0.081118405,0.42532477,-0.45678124,0.24521033,0.23511392,0.09260203,-0.016265096,0.15528947,-0.09450574,-0.038714137,0.047800362,-0.031051088,-0.116330706,-0.045176793,0.0009190664,0.1273257,0.010540958,-0.0013746507,0.003728331,85.03115
25757.484,-0.2408121,0.0300361,0.7277893,0.20025954,-0.22326104,0.08590113,-0.12057588,0.06534479,0.20759957,-0.081587985,0.4270517,-0.45707005,0.25136542,0.23575029,0.091620475,-0.01903122,0.15626875,-0.094723895,-0.041707385,0.04678963,-0.031451866,-0.11706305,-0.04481061,0.0012937398,0.12636061,0.0085923,-0.0026217178,0.004416664,83.50258
25723.121,-0.23936957,0.03355813,0.7239748,0.20038939,-0.22610424,0.09023818,-0.119591914,0.05819395,0.20896831,-0.078893684,0.42830282,-0.45850238,0.24747364,0.23331964,0.092189945,-0.01776161,0.15141632,-0.09412036,-0.039620973,0.04743496,-0.03113009,-0.11594303,-0.04268894,0.0042213146,0.12847123,0.013531178,0.001371189,0.004759891,85.91657
25716.967,-0.23942895,0.03520816,0.72670555,0.20109977,-0.22554934,0.08562601,-0.1195489,0.060675595,0.2047999,-0.081671074,0.4302707,-0.45951346,0.2497462,0.23644334,0.09361496,-0.015944665,0.15414031,-0.09445086,-0.03960775,0.046284836,-0.031035408,-0.11648715,-0.04313172,0.0031546596,0.12821275,0.012174271,-0.00047406927,0.0040581706,85.08642
25770.83,-0.23796505,0.02898097,0.72958755,0.19653071,-0.22318846,0.08583478,-0.11713144,0.06118019,0.21056277,-0.07883098,0.4240731,-0.45777524,0.24833943,0.23609705,0.09233051,-0.016910067,0.15608855,-0.095016316,-0.04019632,0.04711715,-0.032353573,-0.11680055,-0.044547815,0.0021994398,0.12690796,0.009550781,-0.00065328367,0.003877434,84.72378
25753.318,-0.23507094,0.028629404,0.7300091,0.19980013,-0.22303708,0.088643685,-0.11638328,0.057805352,0.21173836,-0.07949181,0.42287168,-0.45666504,0.24824618,0.23709723,0.09127318,-0.01714555,0.15696266,-0.09526255,-0.038700216,0.04746923,-0.032022014,-0.11602713,-0.045183826,0.0018117768,0.12832735,0.010125026,-0.0005139746,0.0038909698,85.30204
25791.725,-0.24325678,0.026239637,0.7292952,0.19968317,-0.2221366,0.085498735,-0.12082058,0.06642703,0.20669045,-0.08283878,0.4268046,-0.4573023,0.2507194,0.23454909,0.09273769,-0.019160904,0.15644725,-0.09585289,-0.041577496,0.047399797,-0.03230443,-0.11716355,-0.045549396,0.0003400697,0.12568782,0.0074416855,-0.0029274179,0.003990588,83.616234
25779.402,-0.2447523,0.030446501,0.7285742,0.19996028,-0.22146118,0.08642981,-0.12149607,0.063107245,0.20720956,-0.08127955,0.4284967,-0.4573976,0.2483337,0.2337332,0.093262225,-0.018672375,0.15498741,-0.09408322,-0.04063874,0.046886873,-0.03125206,-0.11665392,-0.044133134,0.00085163774,0.12687933,0.009605202,-0.0015558191,0.0050057694,83.70613
25731.508,-0.23986618,0.033368632,0.7281091,0.20041178,-0.2275439,0.0865469,-0.11774642,0.061263148,0.2075778,-0.08254557,0.42905232,-0.45995745,0.25037196,0.23721072,0.09191427,-0.015498887,0.1549756,-0.09350349,-0.040669102,0.045822747,-0.03138528,-0.11675862,-0.044519294,0.0027216533,0.12818377,0.010787682,-0.0007963767,0.0038023666,84.87407
25747.492,-0.24461359,0.029619608,0.73063284,0.20080714,-0.22083062,0.08226291,-0.11837707,0.06330982,0.20948258,-0.08276854,0.42708993,-0.45758972,0.25282556,0.23825236,0.09178601,-0.02014577,0.15649979,-0.0958255,-0.0410444,0.047774445,-0.032629125,-0.11790818,-0.04536475,0.0009611259,0.12642051,0.008511192,-0.0021651099,0.0037615967,84.02419
25752.76,-0.2337232,0.03210851,0.7274237,0.20029789,-0.22865748,0.090564646,-0.116991214,0.058652572,0.21342567,-0.07981919,0.4238744,-0.45791787,0.24905054,0.23596515,0.09092869,-0.016599769,0.1541112,-0.094797544,-0.03810505,0.047865238,-0.032856103,-0.11565063,-0.044122554,0.0029359693,0.1291538,0.011861132,0.0003884323,0.0037339574,85.52609
25747.928,-0.23804991,0.03462169,0.72847766,0.19871183,-0.22391845,0.08646669,-0.119223915,0.05762581,0.20717518,-0.07894904,0.4280214,-0.45898983,0.24713203,0.2336491,0.0930571,-0.017856188,0.15450461,-0.09699734,-0.038582664,0.04807776,-0.03097218,-0.11489508,-0.04401556,0.0019945013,0.12833823,0.012098787,-0.000121363446,0.0039693075,84.84623
25770.06,-0.23961224,0.025732948,0.73066074,0.19779676,-0.22229543,0.086562894,-0.11661764,0.060366116,0.20819093,-0.07988951,0.42558372,-0.45793942,0.24887583,0.23563449,0.092940174,-0.017759977,0.1552309,-0.09521355,-0.040275052,0.047969423,-0.032227084,-0.117337376,-0.043454025,0.0015609171,0.12645309,0.010285304,-0.0016256515,0.004452201,84.69171
25751.7,-0.23453866,0.031869736,0.7286843,0.19936377,-0.22644435,0.08931708,-0.11599699,0.05860634,0.20868647,-0.079060525,0.42550093,-0.45833632,0.24706905,0.23421775,0.09280371,-0.015575652,0.15514214,-0.09372448,-0.040038373,0.046533525,-0.03266604,-0.115843356,-0.044324867,0.0025080307,0.12822087,0.011530815,8.580088e-05,0.0029301166,85.347626
25780.365,-0.24188046,0.02827836,0.72639734,0.19914857,-0.2243946,0.08461505,-0.12139889,0.0632059,0.20897211,-0.081883274,0.42695606,-0.45887282,0.24965662,0.23525007,0.09331327,-0.01997378,0.15513542,-0.09711496,-0.040190034,0.048140746,-0.032606296,-0.11653823,-0.046043914,0.00079358794,0.12683603,0.009327663,-0.000979566,0.0038971957,84.29345
25723.982,-0.23893793,0.033708166,0.72304094,0.20183428,-0.2235557,0.08804889,-0.11794233,0.060056366,0.20883858,-0.08005466,0.4263839,-0.45872283,0.25075153,0.23665296,0.092199944,-0.017705493,0.1551335,-0.09447015,-0.039189413,0.04686392,-0.03462436,-0.11686202,-0.04459,0.0034438006,0.12751228,0.012548499,0.0005381494,0.0037218696,85.4791
25788.527,-0.23634785,0.03168287,0.7280215,0.19710861,-0.22422178,0.08638396,-0.11691108,0.05844938,0.20760198,-0.07731793,0.42412132,-0.45637804,0.2454406,0.23240374,0.09393098,-0.016967244,0.15574278,-0.09641099,-0.038793065,0.04829486,-0.029982572,-0.115662485,-0.04439217,0.0015638331,0.12833315,0.011120761,-0.00029635523,0.0038445261,85.24242
25747.518,-0.2365063,0.029810445,0.7305401,0.1997038,-0.22519289,0.087645955,-0.11622647,0.06053572,0.21005958,-0.07979602,0.4239856,-0.45722416,0.24894758,0.23739243,0.091228664,-0.016638251,0.15635867,-0.09516626,-0.038568854,0.047664996,-0.031602006,-0.115608685,-0.044630285,0.0025309748,0.128015,0.010454063,-0.00097135827,0.0040684603,85.334274
25739.018,-0.24401098,0.037353724,0.72354686,0.20034947,-0.22496521,0.088348545,-0.121844515,0.06310369,0.20591389,-0.08175455,0.42973548,-0.45992586,0.25179386,0.23613796,0.09330657,-0.017088823,0.15342666,-0.09458168,-0.039463945,0.047271054,-0.03128581,-0.11711218,-0.04265159,0.0034059482,0.12694396,0.012036217,-0.0009579491,0.0047249026,84.65076
25726.686,-0.23755407,0.035875298,0.72740245,0.19593254,-0.22266832,0.08825917,-0.1174167,0.058023583,0.20429544,-0.07737706,0.42640802,-0.45763478,0.24939467,0.23459777,0.09308414,-0.016719582,0.15462297,-0.09608177,-0.039230626,0.046877537,-0.03174297,-0.11606969,-0.04288934,0.0031460193,0.12821867,0.012012461,-0.00034404732,0.00468927,84.70762
25769.23,-0.23962621,0.025941838,0.72585475,0.20273353,-0.22361541,0.087212525,-0.118827626,0.0633239,0.20807278,-0.08259397,0.42539376,-0.4569994,0.2480708,0.23496145,0.091930166,-0.019017817,0.15454291,-0.09430753,-0.03844899,0.047191266,-0.032196432,-0.11628658,-0.044340707,0.001265307,0.12756991,0.010751123,-0.0009907307,0.004416859,84.87902
25747.691,-0.23677024,0.03734165,0.7250949,0.19702065,-0.22247922,0.08964767,-0.11915634,0.060582917,0.20652406,-0.07648829,0.42604822,-0.45878074,0.24768418,0.23442787,0.0939999,-0.014104768,0.15554138,-0.09471016,-0.038587987,0.046689678,-0.032617807,-0.11633472,-0.043400154,0.0032279734,0.12782414,0.012325851,0.00017069373,0.0047711697,84.571884
25756.46,-0.2436592,0.032411803,0.7298377,0.20032737,-0.22192186,0.088855326,-0.118542016,0.060844388,0.20777196,-0.080330946,0.42715177,-0.4587346,0.25168648,0.23645364,0.09215945,-0.0167315,0.15561506,-0.094850376,-0.039691724,0.04785255,-0.032358233,-0.11748749,-0.0433497,0.0033014345,0.12602858,0.010150798,-0.0018385611,0.0043469546,84.65123
25763.81,-0.23521216,0.034543682,0.7221302,0.19892375,-0.2279796,0.08548849,-0.12122148,0.062477473,0.21032844,-0.08051251,0.42638636,-0.45713964,0.24795423,0.23405044,0.09244399,-0.016208945,0.15471232,-0.09245756,-0.03913185,0.04585314,-0.033345457,-0.116151765,-0.043243047,0.0021530194,0.12889315,0.011128088,0.0015840605,0.0037306412,84.87465
25749.613,-0.24027473,0.03216536,0.7273641,0.2000859,-0.22244024,0.08555594,-0.120233275,0.06153686,0.21155407,-0.08196059,0.42686653,-0.4604269,0.2510919,0.23827656,0.09266722,-0.018623315,0.15642157,-0.09338352,-0.039193116,0.046664678,-0.03290209,-0.11669696,-0.04433777,0.0015389025,0.12692873,0.010790609,-0.00097421557,0.0040965057,84.0408
25790.232,-0.23741704,0.032234296,0.7267872,0.19885124,-0.22261849,0.08625211,-0.12282008,0.06213467,0.20771392,-0.0793902,0.42495683,-0.4557468,0.2477129,0.23221081,0.09308701,-0.0181724,0.1557992,-0.09597092,-0.039203472,0.04724077,-0.03071054,-0.115770064,-0.043485075,0.0011461265,0.12817757,0.01014771,-0.000810707,0.005074912,83.8455
25766.36,-0.24628888,0.026828319,0.73197055,0.20250483,-0.22031222,0.08570409,-0.11873543,0.06442547,0.21025902,-0.082969606,0.4270995,-0.45732504,0.25272948,0.23744994,0.09148254,-0.020508664,0.1574423,-0.09440523,-0.041702867,0.047633156,-0.032177966,-0.11764034,-0.045516092,0.0010080137,0.12490823,0.0072441557,-0.0033155633,0.0038636872,83.75488
25751.404,-0.24437554,0.033215348,0.7290235,0.20062639,-0.22462946,0.08606044,-0.118903674,0.060745265,0.20691393,-0.081652924,0.43069345,-0.4574436,0.24808776,0.23478734,0.09171188,-0.01648776,0.1545181,-0.0940285,-0.03899144,0.047018718,-0.030854281,-0.11634493,-0.04314724,0.0024135825,0.12795423,0.010376444,-0.0011910005,0.0043372456,84.509125
25757.059,-0.24600247,0.028609727,0.7311911,0.20177759,-0.22236586,0.08612288,-0.11849861,0.06270388,0.20952657,-0.083134115,0.42929584,-0.45841166,0.25060424,0.23664607,0.0906936,-0.018189412,0.15628374,-0.09502547,-0.0398248,0.04751681,-0.03220459,-0.116655454,-0.044816103,0.001766183,0.12622605,0.008454258,-0.0022545857,0.00394759,84.083305
25778.314,-0.24181417,0.028596228,0.7292218,0.20106715,-0.22354867,0.084646486,-0.119976275,0.063343555,0.20782365,-0.08321179,0.4279795,-0.4581797,0.2502183,0.23534837,0.09191753,-0.0175689,0.15634863,-0.093385056,-0.041674376,0.046216164,-0.031241562,-0.11702017,-0.044430558,0.00085628504,0.12681776,0.008307853,-0.001857778,0.003905839,83.9961
25768.236,-0.23763645,0.034655727,0.72332776,0.19979452,-0.2277533,0.0878273,-0.11976991,0.060912743,0.20736286,-0.08082555,0.42703754,-0.45965773,0.2473643,0.23478924,0.09366452,-0.016783344,0.15237546,-0.09439629,-0.03917457,0.047089648,-0.031807456,-0.1159773,-0.044139463,0.0021304656,0.12799285,0.012499512,0.00012059695,0.0039324607,85.32424
25737.033,-0.23546834,0.02940028,0.72970027,0.19675218,-0.2211461,0.08935563,-0.11677487,0.058543585,0.20945184,-0.07746642,0.4241125,-0.45863956,0.24924745,0.23759168,0.093659535,-0.017207477,0.15525791,-0.0951457,-0.039510835,0.047106344,-0.032338403,-0.116276875,-0.043613672,0.0032498129,0.1272322,0.011814057,-0.0006391732,0.0042635617,84.866035
25753.324,-0.23894835,0.03466705,0.7257551,0.2012776,-0.2208176,0.08790125,-0.12174547,0.062436007,0.2082057,-0.07939877,0.42526194,-0.45594838,0.24928226,0.2361709,0.09274815,-0.01864377,0.15603068,-0.093555495,-0.03864374,0.046353977,-0.031734236,-0.11605438,-0.044031214,0.0019512684,0.12751193,0.010299295,-0.001220623,0.0049410174,83.89893
25745.656,-0.23712546,0.040250126,0.72769874,0.19739369,-0.22086206,0.091829985,-0.11767955,0.05761123,0.20726399,-0.07503022,0.42493343,-0.45633158,0.24762493,0.23481421,0.09401838,-0.013540962,0.15497053,-0.09376439,-0.038138703,0.046536908,-0.031908024,-0.116822116,-0.042287704,0.003893869,0.12829201,0.012565898,4.1689716e-05,0.0052146865,84.48594
25773.004,-0.24461377,0.030398615,0.7299006,0.20407514,-0.22360104,0.08552274,-0.11943308,0.06285029,0.20701833,-0.0827767,0.42816165,-0.4565345,0.24939218,0.23495503,0.0909941,-0.019325823,0.1553924,-0.094445914,-0.04129141,0.04747623,-0.031604707,-0.11668808,-0.045356035,0.0011892943,0.12620874,0.008956037,-0.0023284191,0.0038725112,84.43847
25766.756,-0.23904438,0.037738357,0.72514355,0.20069388,-0.224246,0.09161222,-0.120007835,0.06095243,0.2051979,-0.078018464,0.4267641,-0.4556403,0.24516171,0.23263988,0.09306062,-0.013500371,0.15466559,-0.093214974,-0.037830487,0.045944422,-0.032292157,-0.115531854,-0.042464804,0.0025682752,0.1285764,0.011794259,0.00040700752,0.005270208,84.68319
25744.133,-0.23568152,0.03420306,0.7272815,0.20092946,-0.22276233,0.090740316,-0.119448446,0.05944167,0.20660125,-0.07948196,0.42594084,-0.45528662,0.24904928,0.23464742,0.093531966,-0.015961943,0.15566815,-0.09212063,-0.040031914,0.04538251,-0.03039132,-0.11631653,-0.042331666,0.0029551634,0.12831967,0.010952991,-0.0009893468,0.0040591722,84.771835
25730.71,-0.23652083,0.030540338,0.7295865,0.1987467,-0.22514866,0.08815289,-0.11423857,0.058292918,0.2120273,-0.07949266,0.42563203,-0.45992061,0.24904613,0.23838454,0.09316236,-0.01582244,0.15585622,-0.09493752,-0.03986093,0.047302175,-0.033330485,-0.116812296,-0.0449347,0.0023338245,0.12773202,0.010754071,-0.0004606424,0.0029349045,85.26951
25772.99,-0.23601793,0.0319728,0.7261032,0.19990982,-0.22564809,0.08956229,-0.11897856,0.06203973,0.20632362,-0.07957675,0.42361626,-0.4557788,0.24721764,0.23400822,0.09169111,-0.016652016,0.15615158,-0.09342024,-0.038482558,0.046458773,-0.030908741,-0.11618386,-0.04420388,0.0018443745,0.12802437,0.010733313,-0.001421703,0.0050255065,84.29975
25764.662,-0.23694353,0.031180102,0.73102766,0.19875778,-0.22667721,0.08877805,-0.11691447,0.062391937,0.20889008,-0.08097551,0.42482984,-0.4575655,0.24886231,0.23580141,0.09278504,-0.015699482,0.1566211,-0.093449846,-0.040921997,0.04561284,-0.031884667,-0.11604402,-0.045611497,0.0015715486,0.12758696,0.009425374,-0.0009871395,0.0038465562,84.64106
25761.969,-0.23356788,0.031580273,0.72806114,0.20012489,-0.22498317,0.08855397,-0.118808724,0.059831407,0.20919845,-0.08154946,0.42453083,-0.45676482,0.24979499,0.2359004,0.09248888,-0.017968608,0.15705915,-0.0939569,-0.04023463,0.046188626,-0.032252587,-0.11568028,-0.045094587,0.00096857786,0.12777966,0.011497848,-0.0010941932,0.0037833983,84.75553
25758.967,-0.24056028,0.03245983,0.7259334,0.19914773,-0.22053953,0.08371806,-0.11967778,0.06132555,0.21002464,-0.07950508,0.4275174,-0.4580863,0.24962954,0.2350766,0.092954904,-0.018509401,0.15613954,-0.09672184,-0.039718036,0.04800245,-0.034250516,-0.1174241,-0.044194493,0.0006087637,0.12725914,0.010204378,-0.0007038349,0.004115312,83.65172
25752.64,-0.24099775,0.029541396,0.7253559,0.19981806,-0.22183058,0.08361132,-0.12051074,0.06352998,0.20697,-0.08235373,0.42880273,-0.45861545,0.25155196,0.23503721,0.092101015,-0.019236378,0.15691522,-0.09515688,-0.040939897,0.046923596,-0.032347627,-0.11703975,-0.04417473,0.00033414416,0.12681106,0.0085744,-0.0020878427,0.0039784038,83.48346
